Gene id,SRR19091940,SRR19091945,SRR19091944,SRR19091943,SRR19091942,SRR19091941
Cgl0079,5.05578619678392,5.234656797700092,4.99373179751086,5.326702750443675,5.150212650902254,5.490835212167362
Cgl0080,7.755042916641762,7.332729270489235,6.7318050608739215,7.415310674851068,7.111631343942005,7.491028831806532
Cgl0081,2.7048374372863964,3.1151324833004588,2.68873941814304,4.384565187401972,4.209917167602342,3.249544323152393
Cgl0082,5.756489604700893,4.789612193484513,5.578397337975426,5.764058778533622,6.160768012620553,5.488530566484625
Cgl0083,5.065736388126194,4.717093830710279,4.48052930268446,5.813033318534356,5.908874759407206,4.758296421379971
Cgl0084,4.7237267227717945,4.221153777656132,3.8322859123004784,5.655079152490448,5.319089181747803,4.949190026569903
Cgl0085,5.1784150465626535,4.067123142076503,4.887044125161469,6.025600347777487,5.34933915293464,4.861174678639896
Cgl0086,4.965501276995082,6.332947454979423,5.7802127116087725,5.785685921783401,5.079433782953752,4.871845312057982
Cgl0087,4.46148299728525,6.800991934502934,6.1368392014601385,5.2905515734949216,4.227563813691118,4.742416769341879
Cgl0088,3.673011615196004,6.334293373791825,5.770954399197729,4.678779409677271,4.025996839820096,3.7756491518621793
Cgl0089,3.642365314595936,5.676438110774415,5.305302065198224,5.715098479792738,5.440579896022799,3.884386876903111
Cgl0090,4.858494411062037,5.158217426783002,4.761979275850526,6.160692907083867,5.828041804823876,4.476488472546605
Cgl0091,6.015898135234983,4.808542634684586,5.123338827247325,6.668029776655438,6.268281004524683,5.715641439461692
Cgl0092,4.29055630404306,5.186229814980421,4.778752088241748,6.250781495659586,6.067007116131495,4.405923195901387
Cgl0093,6.3616011746832415,7.286235415080871,6.705352762515227,6.139856369676597,5.621545888748078,6.2467954101473895
Cgl0094,4.404094930679526,6.3788967626601485,6.402711861242175,4.588948815349517,4.177815914959845,4.855123136912689
Cgl0095,6.0003249536101295,6.813995394744135,7.019256523814362,7.508272240668252,6.963236349578751,5.996903317890023
Cgl0096,4.8594030147688585,6.969532800565499,6.789914059239219,6.579331628899218,5.974239854156423,4.907040591150311
Cgl0097,2.6254672491075985,4.916109625840925,4.533442878551286,6.1475521640148685,5.960240745875121,2.6870421097013746
Cgl0098,3.128589536300707,2.888659044633864,3.3746121848156267,4.6757292262499766,4.302592585200877,3.2140616948514373
Cgl0099,6.605440036668634,7.544384020099483,7.964384739105662,8.646371687510978,7.686756434111214,6.403164651370315
Cgl0100,6.310874607865605,7.437941232180258,7.633637483281599,8.943665602736477,8.751463747074382,6.471280230743923
Cgl0101,4.325927323928273,5.755327511680718,6.190811505268916,10.71132013663748,9.55423597861577,4.298022557936853
Cgl0102,5.92184606310565,6.72448359916548,6.844676612039586,9.949829890268877,8.907457733521348,5.4104113810572665
Cgl0103,5.834870373093499,6.869735295575246,7.246496522068187,9.31938120258754,8.485177220739827,5.918991408965184
Cgl0104,5.527411624106337,6.6066876053034695,6.494245336029017,9.064024528988018,8.16506483877155,4.943792311918209
Cgl0105,6.389476913108014,7.158220644690196,6.548422671089373,7.299061656673709,7.419618933114194,6.504938094157449
Cgl0106,8.895181253097878,8.512610678181023,8.026391402899426,7.5651070329589025,7.361361024113379,8.928344867487052
Cgl0107,8.609969168980218,7.302850576392068,6.786034919024563,9.531479745333844,9.130876045761278,8.486140504613942
Cgl0108,8.29588084070933,7.134571992345622,6.804475558905202,8.947371901663962,8.613098323822165,8.134869432519997
Cgl0109,3.7427742126918417,4.166509370396591,4.058968406045618,6.829780247591809,6.80763210657826,4.054093600355102
Cgl0110,2.463487986136504,3.0305661235428545,2.6153411641507005,5.014245830842339,5.209697261340184,2.4628207705441243
Cgl0111,4.659625963552392,5.236606006082519,4.655052702300583,5.5644150534002055,5.137609837089117,5.335324819515075
Cgl0112,6.3787418829432765,7.106789390234659,7.438106563326054,6.80583725537072,6.834249395904102,6.308665368050115
Cgl0113,7.241494629114313,7.539258832539136,8.448882744573346,7.365498500972419,7.325199105186209,7.2978246124163135
Cgl0114,7.782411419971762,7.566257865315246,8.23507790462427,8.138628728200665,8.10238106626966,7.6580272692337825
Cgl0115,3.869480178278808,3.8435342544474063,3.2552844965191268,5.753792095444088,5.497833387803488,3.970195333156141
