geneid,cond1,cond2,cond3,cond4,cond5,cond6
Cgl0479,5.75,3.45,4.23,17.19,17.09,8.61
Cgl0480,5.23,3.28,5.94,16.76,15.25,10.44
Cgl0481,3.1,4.87,5.31,22.39,15.41,14.15
Cgl0482,209.74,159.59,203.27,1360.02,1241.53,787.45
Cgl0483,16.69,11.61,18.84,56.54,72.45,38.83
Cgl0484,24.2,10.61,17,128.8,145.14,47.78
Cgl0485,1798.34,1606.62,1888.69,659.67,1073.12,582.62
Cgl0486,719.44,412.18,659.27,445.96,587.08,178.04
Cgl0487,12.74,11.18,15.28,40.08,38.44,13.66
Cgl0488,518.27,430.79,500.58,1323.91,1489.97,819.52
Cgl0489,913.38,920.5,933.63,1562.08,1775.5,1303.21
Cgl0490,1.11,2.93,2.01,1.22,0,0
Cgl0491,4.68,2.74,4.23,24.03,20.41,10.69
Cgl0492,15.22,12.83,16.91,221.09,266.88,89.87
Cgl0493,149.03,66.8,141.08,238.08,221.23,100.06
Cgl0494,194.97,109.54,152.11,325.71,436.46,115.97
Cgl0495,1371.12,1010.38,1353.97,3804.35,4570.65,1951.39
Cgl0497,7084.5,5617.28,7922.5,13809.64,16587.47,8031.06
Cgl0499,5.29,1.71,3.02,7,8.02,1.1
Cgl0500,8.97,4.04,10.41,23.39,31.01,9.14
Cgl0501,6.98,4.9,7.41,14.03,18.03,8.56
Cgl0502,4.67,2.22,5.45,9.36,11.56,4.05
Cgl0503,0,0,0,0.52,0.63,0
Cgl0504,312.17,218.91,279.53,367.52,434.39,271.99
Cgl0505,407.97,265.09,407.66,367.6,607.51,259.04
Cgl0507,822.76,677.81,789.28,596.39,1271.09,457.89
Cgl0508,586.4,465.25,671.48,286.37,558.04,280.56
Cgl0510,1056.55,869.62,968.84,677.59,1510.59,427.47
Cgl0511,368.66,229.21,323.72,248.24,440.18,149.7
Cgl0513,330.48,229.81,300.5,240.79,588.08,147.29
Cgl0514,1153.34,951.25,1070.95,687.31,1663.38,513.73
Cgl0515,444.96,459.21,464.95,383.71,821.16,221.12
Cgl0516,132.26,100.53,134.58,89.66,206.4,67.69
Cgl0517,643.15,285.55,466.8,303.31,648.29,164.16
Cgl0519,2.26,2.65,6.81,19.8,23.75,19.8
Cgl0520,3.5,3.32,11.32,53.05,90.95,31.46
Cgl0521,563.56,561.06,755.74,1800.26,2139.58,954.42
Cgl0522,113.8,84.49,133.73,255.21,255.71,193.76
Cgl0523,704.73,634.81,768.37,1390.87,1825,969.24
Cgl0524,1.46,0.92,0.38,2.74,0.93,1.45
Cgl0525,71.66,35.73,56.77,258.57,267.78,124.67
Cgl0526,6.58,5.05,6.69,6.07,6.93,6.73
Cgl0527,24.63,13.04,20.84,29.47,27.35,19.34
Cgl0528,13.84,10.98,13.1,34.95,24.84,13.71
Cgl0529,254.48,194.55,296.86,410.56,352.25,214.81
Cgl0530,20.69,6.8,18.1,138.03,125.28,39.39
Cgl0531,16.41,9.08,12.31,8,9.96,6.5
Cgl0532,29.54,11.6,18.18,10.22,10.19,4.6
Cgl0533,83.63,78.8,99.99,10.9,15.25,13.32
Cgl0534,162.52,123.58,161.51,36.7,61.8,33.72
Cgl0535,109.31,55.47,102.76,34.3,62.72,19.41
Cgl0536,0,0,0,0.42,1.55,0.77
Cgl0537,425.22,320.55,582.74,1501.65,1536.71,694.3
Cgl0538,466.9,402.16,503.21,776.53,1029.13,739.06
Cgl0539,362.59,224.06,265.7,503.12,740.25,296.42
Cgl0540,628.96,420.17,553.29,890.43,1281.26,487.92
Cgl0541,102.93,63.38,82.09,136.49,251.97,92.2
Cgl0542,1453.97,1252.4,1393.82,1537.43,2321.77,1043.13
Cgl0544,0,0,0,0.93,0,0
Cgl0545,0,0,0,1.52,2.71,0.28
Cgl0546,3.82,2.63,3.08,5.29,5.62,2.97
Cgl0547,2.48,0.97,1,4.07,5.38,3.96
Cgl0548,2.89,2.53,3.19,6.41,8.75,4.85
Cgl0549,0,0,1.15,0.35,0,1.89
Cgl0550,2.45,0,1.72,2.98,4.59,3.78
Cgl0551,0.64,0.66,0.87,9.37,10.21,3.87
Cgl0552,0.56,0.33,0.5,8.34,13.03,2.86
Cgl0553,0,0.42,0.71,5.54,8.49,2.98
Cgl0554,2.52,1.11,3.42,14.49,14.55,5.88
Cgl0555,70.66,52.12,69.66,149.73,159.85,77.85
Cgl0556,145.11,91.6,134.42,790.44,733.16,341.82
Cgl0558,51.5,31.23,40.95,119.61,106.77,48.47
Cgl0559,162.94,101.22,137.1,954.61,1173.32,380.93
Cgl0560,598.93,314.03,650.12,1776.47,1831.59,656.43
Cgl0561,423.91,252.21,417.25,729.64,1122.53,319.6
Cgl0562,367.12,206.86,404.69,568.56,769.23,310.62
Cgl0563,1858.95,1502.72,2014.64,1250.54,1898.71,1299.32
Cgl0564,1750.96,1813.86,1700.04,1158.91,1939.75,1231.03
Cgl0566,836.64,602.33,885.72,718.32,1267.16,449.05
Cgl0567,2.76,1.61,1.66,2.89,3.88,0.91
Cgl0568,33.1,23.22,37.1,56.28,48.65,32.45
Cgl0569,1.33,1.56,1.2,8.01,4.33,1.1
Cgl0570,0,0,0,4.37,2.95,0.33
Cgl0571,1.13,0.57,0,1.94,2.29,1.36
Cgl0572,37.24,17.31,48.01,34.09,27.01,13.23
Cgl0573,345.53,317.79,449.47,253.68,175.29,185.49
Cgl0574,28.96,13.32,29.16,30.11,19.37,8.47
Cgl0575,0,0.14,0.44,0.18,1.38,0.16
Cgl0576,0,0.26,1.2,0.32,0.33,0.44
Cgl0577,0,0,0.05,0.52,0.37,0.06
Cgl0578,0,0.4,0.2,1.36,1.3,0.34
Cgl0579,0.62,0,0,0.34,0.83,0
Cgl0580,0,0,0,1.15,1.86,0
Cgl0581,795.89,751.53,893.23,1706.57,2103.98,828.65
Cgl0582,358.01,217.35,351.82,767.87,883.28,275.64
Cgl0583,61.98,39.47,56.66,165.2,178.18,48.41
Cgl0584,0,0,1.8,1.46,0.89,0
Cgl0585,0.13,0.12,0,1.18,1.19,0.07
Cgl0586,1.15,0,5.2,2.52,2.04,1.71
Cgl0587,59.58,27.69,60.03,465.76,496.76,155.44
Cgl0588,15.94,4.93,13.04,11.79,9.89,3.99
Cgl0589,18,11.48,14.04,14.76,14.87,11.14
Cgl0590,274.87,216.09,287.06,552.56,606.91,389.74
Cgl0591,148.16,103.23,141.83,273.77,281.66,144.25
Cgl0592,51.07,30.3,52.63,104.61,104.95,41.07
Cgl0593,53.12,26.27,42.2,66.59,60.91,22.35
Cgl0594,78.71,52.98,71.62,64.23,57.32,42.11
Cgl0595,20.9,15.64,21.01,54.22,61.98,32.22
Cgl0596,3.85,2.11,2.17,94.76,170.78,34.34
Cgl0597,44.13,20.84,53.96,1040.72,732.34,212.53
Cgl0598,300.41,273.63,325.01,2363.49,2132.55,1587.61
Cgl0599,8.15,4.17,1.84,321.79,566.19,98.87
Cgl0600,3.95,3.78,5.19,34.76,42.36,15.66
Cgl0601,140.34,111.27,157.13,695.57,974.89,625.59
Cgl0602,0.53,0.47,0,9.06,8.3,2.12
Cgl0603,223.23,163.71,232.81,452.42,442.84,268.95
Cgl0604,63.73,38.43,72.11,103.03,98.89,67.79
Cgl0605,17.76,16.56,17.66,1.11,0.2,0
Cgl0606,0.89,0.78,0.2,307.3,269.02,152.21
Cgl0607,315.36,255.22,339.35,1457.07,1553.33,730.31
Cgl0608,38.53,7.64,27.76,165.77,145.01,38.4
Cgl0610,35.41,25.6,36.98,122.77,115.19,62.63
Cgl0611,6.95,5.94,8.21,15.49,16.12,10.94
Cgl0612,13.52,6.96,16.99,127.41,136.04,39.89
Cgl0613,10.59,5.46,3.94,29.96,36.73,22.52
Cgl0614,11.47,2.82,9.11,39.12,52.27,22.27
Cgl0615,2.53,1.48,3.05,31.7,30.85,12.01
Cgl0616,5.4,1.8,1.86,5.76,4.22,4.71
Cgl0617,1.67,1.47,3.61,4.93,5.65,1.66
Cgl0618,37.17,29.1,37.46,275.76,324.29,75.32
Cgl0619,19.57,8.68,20.44,29.38,24.67,10.51
Cgl0620,5.42,6,9.79,15.21,13.8,8.41
Cgl0621,1.04,0,0.94,4.25,1.84,0.77
Cgl0622,4.53,1.98,3.27,7.67,5.42,2.69
Cgl0623,7.3,5.86,11.62,30.29,25.49,16.23
Cgl0624,5.79,2.54,5.63,18.62,16.97,9.15
Cgl0625,12.47,9.6,11.87,47.58,38.33,29.05
Cgl0626,4.23,2.1,5.48,8.35,5.3,3.65
Cgl0627,7.27,0.91,6.88,17.8,15.82,3.09
Cgl0628,35.67,13.17,28.54,403.48,361.48,123.51
Cgl0629,4.68,1.88,4.95,25.06,13.57,8.08
Cgl0630,26.85,14.42,35.42,47.49,30.35,15.94
Cgl0631,5.66,6.38,9.25,13.4,13.74,9.21
Cgl0632,9.04,8.78,10.25,7.9,11.59,6.8
Cgl0633,7.92,6.95,9.96,4.64,5.14,3.5
Cgl0635,36.95,37.41,32.01,71.93,75.65,53.12
Cgl0636,38.55,24.08,40.93,97.78,109.06,54.87
Cgl0637,137.14,95.07,123.45,633.69,465.35,326.75
Cgl0638,0.39,0.39,0.29,3.87,2.91,2.01
Cgl0639,5.88,7.94,4.91,11.63,16.86,15.02
Cgl0640,33.23,18.54,37.93,43.56,50.57,23.8
Cgl0641,16.06,14.35,16.7,33.8,38.7,14.11
Cgl0642,3.67,3.22,4.97,17.2,17.32,6.75
Cgl0644,179.03,47.36,145.12,228.57,185.83,138.41
Cgl0645,25.1,12.63,21.55,67.03,55.82,26.29
Cgl0646,4.89,0.72,1.29,19.84,17.81,5.15
Cgl0647,2.58,0.75,1.94,9.4,7.81,2.34
Cgl0648,309.92,138.52,281.84,483.15,483.4,166.25
Cgl0649,53.38,25.45,47.17,39.02,34.99,15.81
Cgl0650,61.56,38.36,63.18,45.57,37.48,17.43
Cgl0651,6.91,3.25,5.8,69.1,45.1,28.74
Cgl0652,8.98,5.36,13.95,68.54,46.11,26.51
Cgl0653,147.56,131.18,184.51,187.1,116.07,126.68
Cgl0654,5.54,6.19,7.34,2.88,2.57,1.86
Cgl0655,2,0,0.9,0,0,0
Cgl0658,17.85,12.76,15.93,17.96,33.23,11.25
Cgl0659,31.12,28.69,35.93,47.84,72.98,32.84
Cgl0660,2.55,0.74,0.77,2.78,6.77,0
Cgl0661,0,0,0.35,1.39,1.04,0.19
Cgl0662,3.94,2.72,2.04,17.09,13.61,10.74
Cgl0663,6.93,3.8,6.78,58.12,49.19,19.03
Cgl0664,644.28,486.09,670.33,1205.78,1574.31,600.88
Cgl0665,38.47,21.44,34.13,18.68,19.46,8.29
Cgl0666,65.38,33.08,72.9,22.96,28.99,20.92
Cgl0667,89.07,69.44,85.81,18.29,16.94,15.2
Cgl0668,102.04,61.7,86.8,19.79,25.39,12.96
Cgl0669,133.08,78.2,151.98,45.47,61.32,23.86
Cgl0670,6.71,5.32,4.76,44.98,45.82,28.72
Cgl0671,32.05,11.71,24.12,49.28,57.83,19.52
Cgl0672,129.3,102.03,105.07,41.16,45.29,34.39
Cgl0673,63.65,41.87,55.57,147.3,75.72,35.2
Cgl0674,2.29,0.73,4.33,5.46,4.34,3.2
Cgl0675,5.2,0.68,1.64,1.71,1.85,1.93
Cgl0676,5.19,4.38,8.12,11.46,7.79,3.96
Cgl0677,83.2,55.76,92.68,305.08,273.34,108.56
Cgl0678,119.09,114.32,160.07,720.37,511.87,396.75
Cgl0679,249.09,190.85,284.05,1334.32,1050.92,728.23
Cgl0680,9.79,4.63,5.75,16.73,11.43,7.93
Cgl0681,27.16,12.93,25.27,177.43,185.45,66.68
Cgl0682,0,0,0,1.42,0.52,0.94
Cgl0683,2.42,0,0,1.77,0,0
Cgl0684,55.4,16.85,41.36,339.99,306.54,97.23
Cgl0685,30.96,18.1,29.92,136.29,110.29,47.89
Cgl0687,207.64,151.16,218.13,443.22,448.62,318.73
Cgl0686,23.89,15.07,30.89,116.61,130.61,48.44
Cgl0688,69.05,41.93,85.84,344.07,402.26,119.56
Cgl0689,449.42,387.99,465.65,1264.83,1190.46,669.34
Cgl0690,1.63,0.2,1.26,4.85,2.69,1.73
Cgl0691,37.9,20.82,34.98,15.03,12.37,4.74
Cgl0692,0.19,0,0.17,0.31,0.58,0
Cgl0693,1.76,1.93,2.58,7.21,4.38,3.81
Cgl0694,19.46,8.95,18.8,116.11,118.05,56.67
Cgl0695,25.07,14.79,28.25,222.09,225.56,89.34
Cgl0696,82.29,77.31,116.69,600.85,521.87,402.3
Cgl0697,4.85,2.36,5.35,19.74,15.77,6.67
Cgl0698,5.53,2.42,4.3,5.21,9.6,4.18
Cgl0699,0,0,0,0.61,1.48,0.55
Cgl0700,594.05,361.88,560.76,1146.89,1480.97,558.09
Cgl0701,281.68,180.4,261.91,369.44,460.28,201.1
Cgl0702,35.09,24.08,37.38,234.47,389.02,100.88
Cgl0703,120.64,45.41,153.51,958.06,697.29,206.36
Cgl0704,9.94,6.48,8.47,18.32,16.96,10.41
Cgl0705,44.58,37.59,56.36,184.27,276.83,68.78
Cgl0706,73.62,38.02,34.72,113.14,130.92,74.14
